latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.51845,-73.75195,41.0,-14400,America/New_York,GMT-4

time,weather_code (wmo code),sunshine_duration (s),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_hours (h)
1986-11-15,71,15254.13,0.6,3.2,-1.2,2.0
1986-11-16,73,20304.03,1.4,3.6,-0.4,6.0
1986-11-17,53,23306.75,3.3,6.4,1.2,9.0
1986-11-18,3,28968.70,-1.2,2.3,-4.7,0.0
1986-11-19,3,28078.19,-7.4,-5.0,-9.1,0.0
1986-11-20,73,0.00,-6.4,-3.1,-9.7,4.0
1986-11-21,75,0.00,-2.8,-1.6,-4.3,19.0
1986-11-22,3,29286.30,-5.2,-2.7,-7.3,0.0
1986-11-23,53,26266.82,-1.5,3.2,-5.8,2.0
1986-11-24,53,16462.94,3.5,4.9,-0.2,5.0
1986-11-25,3,27275.06,0.3,2.8,-1.6,0.0
1986-11-26,61,0.00,0.6,3.2,-2.7,11.0
1986-11-27,71,27126.89,1.1,1.9,0.2,4.0
1986-11-28,3,27754.00,2.7,5.7,0.5,0.0
1986-11-29,53,18954.03,1.8,4.2,-4.0,4.0
1986-11-30,3,27960.63,-6.7,-4.6,-8.5,0.0
1986-12-01,3,27900.96,-6.0,-3.4,-7.7,0.0
1986-12-02,73,0.00,-4.0,-0.1,-6.7,4.0
1986-12-03,73,0.00,1.7,3.3,0.1,18.0
1986-12-04,3,24429.31,1.2,3.2,-0.2,0.0
1986-12-05,71,22175.68,-1.5,0.4,-3.8,0.0
1986-12-06,73,2810.33,-1.9,1.0,-5.6,5.0
1986-12-07,75,13288.55,-5.2,-0.1,-10.2,7.0
1986-12-08,3,27433.27,-14.8,-1.8,-18.5,0.0
1986-12-09,75,0.00,-12.7,-3.5,-18.7,17.0
1986-12-10,73,15426.26,-2.4,1.5,-5.3,5.0
1986-12-11,3,26796.99,-6.6,-3.1,-10.2,0.0
1986-12-12,71,21518.54,-4.0,-0.3,-10.2,4.0
1986-12-13,2,27243.14,-15.6,-11.2,-17.9,0.0
1986-12-14,73,18402.78,-7.1,-1.4,-15.1,4.0
1986-12-15,3,15511.04,-2.3,-0.9,-5.1,0.0
1986-12-16,71,12805.65,-7.8,-5.7,-9.2,0.0
1986-12-17,3,27096.69,-8.6,-5.6,-11.2,0.0
1986-12-18,75,0.00,-1.3,0.2,-6.6,13.0
1986-12-19,71,2820.59,0.1,1.7,-1.2,3.0
1986-12-20,71,25426.89,-2.4,-0.2,-7.5,2.0
1986-12-21,2,27046.53,-9.6,-6.6,-13.0,0.0
1986-12-22,3,24712.13,-3.8,1.3,-9.3,0.0
1986-12-23,3,10455.47,0.5,1.8,-0.8,0.0
1986-12-24,3,27068.56,-3.5,-1.0,-6.0,0.0
1986-12-25,73,0.00,-0.8,1.3,-5.1,15.0
1986-12-26,3,23371.78,-0.7,0.8,-4.8,0.0
1986-12-27,3,27140.25,-8.2,-5.6,-11.1,0.0
1986-12-28,3,25613.28,-9.0,-1.8,-15.6,0.0
1986-12-29,3,10309.67,-0.6,1.0,-1.5,0.0
1986-12-30,3,15944.22,-1.3,0.3,-3.7,0.0
1986-12-31,3,27310.16,-6.6,-4.1,-9.5,0.0
1987-01-01,3,20763.85,-9.6,-5.9,-14.3,0.0
1987-01-02,73,0.00,-4.9,-1.4,-8.0,4.0
1987-01-03,73,27084.16,-6.4,-3.8,-10.4,7.0
1987-01-04,3,27560.65,-11.2,-7.2,-15.6,0.0
1987-01-05,3,27635.24,-8.1,-3.2,-11.6,0.0
1987-01-06,3,2121.45,-5.1,-1.5,-8.5,0.0
1987-01-07,73,1565.59,-2.0,0.5,-4.4,11.0
1987-01-08,71,26773.75,-8.8,-5.3,-11.4,0.0
1987-01-09,3,24234.73,-7.6,-3.7,-11.0,0.0
1987-01-10,73,0.00,-4.5,-2.5,-6.2,13.0
1987-01-11,73,2123.62,-2.8,-1.5,-4.1,15.0
1987-01-12,71,24260.85,-4.7,-2.4,-6.7,0.0
1987-01-13,3,28385.79,-4.4,-2.5,-7.0,0.0
1987-01-14,3,25200.00,-5.3,0.1,-10.5,0.0
1987-01-15,71,341.61,-1.2,-0.3,-2.9,7.0
1987-01-16,3,28605.03,-10.1,-3.8,-16.1,0.0
1987-01-17,2,28595.29,-17.4,-14.0,-21.3,0.0
1987-01-18,73,0.00,-13.3,-8.0,-18.7,10.0
1987-01-19,3,9179.16,-12.4,-10.3,-15.4,0.0
1987-01-20,3,28633.11,-15.5,-12.1,-18.3,0.0
1987-01-21,71,18910.23,-11.3,-4.3,-18.4,8.0
1987-01-22,75,9651.85,-8.4,-5.3,-12.3,7.0
1987-01-23,75,19089.23,-6.0,-3.3,-11.3,11.0
1987-01-24,3,29134.04,-18.0,-12.8,-20.6,0.0
1987-01-25,3,29938.70,-19.2,-16.0,-22.2,0.0
1987-01-26,3,30042.40,-21.5,-16.7,-24.9,0.0
1987-01-27,3,29546.25,-20.0,-12.6,-24.9,0.0
1987-01-28,3,27909.72,-11.9,-7.2,-15.7,0.0
1987-01-29,71,26786.65,-8.1,-3.8,-11.4,0.0
1987-01-30,73,18000.00,-7.7,-3.6,-12.0,10.0
1987-01-31,73,5740.49,-3.7,-2.8,-5.5,15.0
1987-02-01,3,26339.11,-8.2,-6.0,-11.0,0.0
1987-02-02,71,15656.87,-7.0,-4.4,-9.6,5.0
1987-02-03,71,17167.02,-3.8,-1.0,-5.8,0.0
1987-02-04,3,29595.90,-6.2,-2.7,-11.6,0.0
1987-02-05,73,31831.19,-14.6,-12.3,-18.0,2.0
1987-02-06,73,29757.34,-8.9,-5.3,-12.1,5.0
1987-02-07,73,24813.06,-2.8,0.6,-6.7,11.0
1987-02-08,73,0.00,-5.4,-3.0,-7.3,13.0
1987-02-09,73,32049.69,-12.1,-7.9,-15.3,7.0
1987-02-10,3,32853.60,-14.5,-9.0,-20.1,0.0
1987-02-11,1,33040.71,-11.5,-10.3,-14.8,0.0
1987-02-12,73,30442.91,-15.1,-11.4,-19.3,3.0
1987-02-13,73,32614.61,-16.5,-11.0,-22.1,6.0
1987-02-14,3,33603.39,-23.3,-19.6,-26.6,0.0
1987-02-15,2,33790.81,-23.1,-19.6,-26.2,0.0
1987-02-16,1,33978.46,-17.9,-12.0,-22.4,0.0
1987-02-17,0,34167.89,-13.9,-8.8,-18.8,0.0
1987-02-18,1,34359.05,-11.8,-7.2,-16.1,0.0
1987-02-19,2,34551.76,-11.8,-7.7,-15.8,0.0
1987-02-20,0,34745.83,-10.5,-5.7,-14.6,0.0
1987-02-21,1,34930.88,-8.5,-3.4,-13.1,0.0
1987-02-22,3,35042.27,-8.0,-3.0,-12.9,0.0
1987-02-23,3,35171.93,-7.2,-2.2,-11.4,0.0
1987-02-24,71,35287.88,-7.5,-4.6,-10.2,0.0
1987-02-25,1,35439.95,-7.6,-2.9,-11.4,0.0
1987-02-26,2,35605.82,-6.6,-1.9,-10.9,0.0
1987-02-27,0,35784.26,-6.4,-1.5,-11.3,0.0
1987-02-28,3,24389.16,-4.8,2.0,-9.5,0.0
1987-03-01,75,0.00,-3.6,-1.7,-5.6,16.0
1987-03-02,73,168.00,-3.2,-2.5,-5.0,24.0
1987-03-03,71,4782.73,-5.8,-4.0,-7.1,8.0
1987-03-04,1,36786.05,-8.4,-4.6,-12.8,0.0
1987-03-05,3,37030.28,-8.1,-3.8,-12.6,0.0
1987-03-06,3,6321.61,-1.4,3.8,-7.0,0.0
1987-03-07,3,36780.90,3.0,7.2,-0.3,0.0
1987-03-08,3,36901.55,2.3,6.4,-0.4,0.0
1987-03-09,3,33808.43,-5.7,1.4,-14.5,0.0
1987-03-10,1,38025.85,-15.2,-10.3,-19.3,0.0
1987-03-11,3,38232.23,-14.0,-9.6,-18.6,0.0
1987-03-12,3,23308.71,-9.2,-3.2,-14.5,0.0
1987-03-13,3,37310.12,-5.5,0.4,-11.6,0.0
1987-03-14,3,39073.81,-5.1,0.0,-10.3,0.0
1987-03-15,3,39271.04,-4.3,0.1,-8.4,0.0
1987-03-16,71,24544.47,-3.6,-0.5,-7.0,7.0
1987-03-17,71,37067.61,-1.6,2.6,-4.6,0.0
1987-03-18,2,39862.20,-1.4,2.5,-4.6,0.0
1987-03-19,3,37876.95,-0.3,3.7,-3.8,0.0
1987-03-20,73,29926.62,1.1,3.4,-0.6,6.0
1987-03-21,53,22082.71,2.8,5.9,-0.4,3.0
1987-03-22,3,40220.69,3.7,6.7,0.2,0.0
1987-03-23,0,40838.37,4.5,13.0,-3.2,0.0
1987-03-24,2,41031.17,6.5,15.8,-2.0,0.0
1987-03-25,3,41222.88,5.4,11.0,-2.2,0.0
1987-03-26,55,21094.72,5.9,8.5,4.2,9.0
1987-03-27,3,10466.25,5.7,7.8,3.6,0.0
1987-03-28,3,41728.29,7.1,13.3,0.3,0.0
1987-03-29,3,38378.71,5.6,11.4,0.4,0.0
1987-03-30,51,23475.49,9.1,14.2,4.9,4.0
1987-03-31,61,0.00,8.7,12.7,-1.2,18.0
1987-04-01,71,40272.22,-0.7,2.8,-3.5,2.0
1987-04-02,71,18217.03,-0.0,3.7,-4.8,10.0
1987-04-03,71,38016.75,2.8,6.4,-0.9,2.0
1987-04-04,51,17593.35,6.7,13.1,1.2,3.0
1987-04-05,55,474.87,7.0,8.7,4.6,24.0
1987-04-06,53,0.00,7.0,8.2,6.3,20.0
1987-04-07,53,0.00,6.4,8.2,4.6,23.0
1987-04-08,51,10624.84,5.4,8.7,2.6,5.0
1987-04-09,3,43298.31,7.6,15.0,-0.1,0.0
1987-04-10,3,43205.23,10.0,17.4,3.9,0.0
1987-04-11,2,43522.27,9.7,16.5,2.5,0.0
1987-04-12,3,43220.29,9.4,15.5,3.9,0.0
1987-04-13,2,43616.07,8.1,13.2,4.6,0.0
1987-04-14,3,44131.67,7.6,13.9,1.3,0.0
1987-04-15,3,29621.05,11.0,18.0,6.4,0.0
1987-04-16,3,43234.31,12.8,18.4,8.7,0.0
1987-04-17,3,39179.20,13.0,19.3,8.1,0.0
1987-04-18,3,44296.95,14.7,20.5,8.6,0.0
1987-04-19,3,45182.25,17.2,23.9,10.2,0.0
1987-04-20,3,45556.69,17.7,25.1,10.7,0.0
1987-04-21,3,45209.11,18.9,27.2,9.7,0.0
1987-04-22,3,45402.35,9.8,14.7,5.1,0.0
1987-04-23,63,13915.71,12.6,18.2,7.4,10.0
1987-04-24,61,37838.30,9.2,13.7,4.8,7.0
1987-04-25,1,46679.77,8.6,15.4,2.0,0.0
1987-04-26,2,46999.84,7.7,12.5,2.5,0.0
1987-04-27,3,46458.46,9.7,16.0,2.2,0.0
1987-04-28,71,0.00,5.7,8.0,3.6,8.0
1987-04-29,51,20053.54,5.2,8.1,1.8,5.0
1987-04-30,53,37418.22,6.4,10.2,3.4,14.0
1987-05-01,51,47519.20,6.5,9.8,3.7,2.0
1987-05-02,2,47966.89,6.0,11.8,-0.8,0.0
1987-05-03,3,46538.48,7.2,12.6,0.9,0.0
1987-05-04,0,48273.31,7.7,13.4,2.0,0.0
1987-05-05,51,33921.46,9.8,17.1,3.6,2.0
1987-05-06,61,0.00,10.2,12.5,8.2,11.0
1987-05-07,3,42298.15,9.4,13.4,6.0,0.0
1987-05-08,3,48857.55,10.3,16.8,3.0,0.0
1987-05-09,53,38725.41,12.7,20.3,6.5,6.0
1987-05-10,3,48755.09,15.4,17.9,10.2,0.0
1987-05-11,61,34511.59,12.5,17.9,6.0,9.0
1987-05-12,61,42208.65,12.7,16.8,8.6,7.0
1987-05-13,3,49475.34,11.9,18.9,4.3,0.0
1987-05-14,3,49541.56,16.6,24.5,9.0,0.0
1987-05-15,63,46007.21,12.9,17.2,8.4,5.0
1987-05-16,3,46807.47,10.2,16.2,3.1,0.0
1987-05-17,53,21002.51,13.5,18.5,10.3,2.0
1987-05-18,3,34370.76,11.6,15.4,8.2,0.0
1987-05-19,3,49908.20,11.0,16.4,5.8,0.0
1987-05-20,3,48085.61,13.3,19.2,6.2,0.0
1987-05-21,3,26913.49,14.6,20.1,8.4,0.0
1987-05-22,63,21881.96,18.4,23.0,10.9,14.0
1987-05-23,61,22507.07,11.5,15.9,9.3,13.0
1987-05-24,51,1792.20,11.3,13.3,9.3,3.0
1987-05-25,3,50214.45,13.8,19.7,7.2,0.0
1987-05-26,3,36112.80,16.6,23.0,8.2,0.0
1987-05-27,61,13733.54,17.2,20.2,14.4,13.0
1987-05-28,63,25612.87,21.1,27.0,17.3,7.0
1987-05-29,55,49775.95,22.1,27.6,16.9,3.0
1987-05-30,53,43312.52,23.6,29.8,19.0,2.0
1987-05-31,55,42579.86,23.0,27.7,19.3,2.0
1987-06-01,61,48046.05,22.1,26.9,17.4,2.0
1987-06-02,63,24841.92,21.4,26.0,17.9,7.0
1987-06-03,61,33355.97,20.7,24.8,18.3,9.0
1987-06-04,55,49877.48,20.4,24.7,17.1,4.0
1987-06-05,3,47274.57,17.6,20.9,14.3,0.0
1987-06-06,3,50994.74,14.5,18.3,10.3,0.0
1987-06-07,51,47921.75,16.2,21.1,10.4,1.0
1987-06-08,63,0.00,15.6,17.2,14.2,18.0
1987-06-09,63,27721.58,15.3,18.7,13.3,13.0
1987-06-10,3,50954.86,15.6,20.6,10.5,0.0
1987-06-11,3,37295.49,17.1,21.8,12.4,0.0
1987-06-12,61,0.00,15.7,18.8,12.6,13.0
1987-06-13,3,46349.85,18.1,22.3,13.3,0.0
1987-06-14,3,50109.48,20.5,25.2,15.1,0.0
1987-06-15,1,51165.52,21.6,25.9,16.5,0.0
1987-06-16,63,38421.58,16.7,19.9,13.4,7.0
1987-06-17,3,51266.89,17.4,22.7,11.9,0.0
1987-06-18,3,50648.67,19.8,25.4,13.4,0.0
1987-06-19,55,45318.17,21.0,26.2,16.6,3.0
1987-06-20,3,50793.30,18.6,23.0,14.3,0.0
1987-06-21,3,50442.11,20.5,26.1,13.5,0.0
1987-06-22,3,799.13,21.4,24.7,16.3,0.0
1987-06-23,3,51018.96,22.7,27.5,17.4,0.0
1987-06-24,3,51037.68,24.3,30.2,17.8,0.0
1987-06-25,3,48008.62,22.5,26.8,18.9,0.0
1987-06-26,53,40132.30,22.2,26.9,18.3,5.0
1987-06-27,61,39600.00,19.6,21.4,17.9,20.0
1987-06-28,61,46940.03,18.2,20.9,16.0,14.0
1987-06-29,53,35247.46,19.2,23.7,14.9,6.0
1987-06-30,61,43962.31,21.1,24.6,18.6,10.0
1987-07-01,3,47920.00,19.0,22.2,15.7,0.0
1987-07-02,3,46063.30,20.2,24.2,14.7,0.0
1987-07-03,61,0.00,18.2,20.0,16.3,7.0
1987-07-04,63,46800.00,20.2,22.7,17.7,12.0
1987-07-05,2,50707.58,21.0,25.7,15.5,0.0
1987-07-06,3,50440.49,23.4,28.5,17.5,0.0
1987-07-07,55,41277.51,22.8,25.6,20.8,6.0
1987-07-08,51,38767.89,23.3,26.9,19.9,11.0
1987-07-09,61,50400.00,25.2,29.7,21.5,2.0
1987-07-10,3,50400.00,26.1,31.3,21.1,0.0
1987-07-11,3,50400.00,26.6,30.9,22.8,0.0
1987-07-12,51,50400.00,27.6,32.6,23.5,3.0
1987-07-13,3,50400.00,27.8,32.2,23.9,0.0
1987-07-14,63,32585.33,24.0,27.5,17.9,17.0
1987-07-15,51,46622.80,17.1,19.5,14.9,1.0
1987-07-16,3,50401.21,18.4,22.4,13.0,0.0
1987-07-17,3,41364.00,20.0,24.2,15.1,0.0
1987-07-18,55,27193.74,22.2,27.0,19.2,7.0
1987-07-19,3,39942.02,20.6,23.8,16.7,0.0
1987-07-20,61,0.00,19.1,20.8,17.8,18.0
1987-07-21,3,29076.97,20.9,25.6,17.6,0.0
1987-07-22,3,50400.00,23.8,29.0,18.6,0.0
1987-07-23,3,50369.45,25.1,30.7,19.2,0.0
1987-07-24,63,41431.27,25.7,30.3,21.9,6.0
1987-07-25,61,48435.04,23.7,27.6,21.0,8.0
1987-07-26,63,45248.07,21.1,23.6,18.3,12.0
1987-07-27,2,50015.94,18.6,22.1,15.5,0.0
1987-07-28,3,38019.62,14.8,18.3,11.4,0.0
1987-07-29,51,46180.66,16.7,21.5,11.0,2.0
1987-07-30,51,49634.79,19.6,23.6,16.6,3.0
1987-07-31,3,45827.03,17.6,21.9,12.9,0.0
1987-08-01,0,49366.96,18.0,23.4,12.2,0.0
1987-08-02,61,38960.82,19.2,25.0,12.6,3.0
1987-08-03,63,11707.82,21.2,24.1,19.0,8.0
1987-08-04,63,33858.19,21.7,28.5,17.1,6.0
1987-08-05,3,48803.75,17.5,21.2,13.7,0.0
1987-08-06,3,48658.05,18.6,23.4,13.2,0.0
1987-08-07,3,47975.88,21.0,26.0,15.3,0.0
1987-08-08,51,47180.30,21.1,24.2,18.5,5.0
1987-08-09,3,47041.34,19.5,23.7,14.1,0.0
1987-08-10,55,24029.17,19.7,24.2,16.6,7.0
1987-08-11,3,46931.77,18.7,22.5,15.9,0.0
1987-08-12,3,47753.07,17.8,22.3,12.5,0.0
1987-08-13,3,45780.67,20.4,26.7,13.1,0.0
1987-08-14,53,26122.71,21.8,25.7,17.4,1.0
1987-08-15,3,7244.35,22.6,25.7,20.1,0.0
1987-08-16,51,45573.22,25.6,29.9,21.9,2.0
1987-08-17,51,45672.93,26.8,32.2,22.6,4.0
1987-08-18,1,46016.42,22.9,25.4,19.1,0.0
1987-08-19,61,42957.71,20.7,25.2,17.2,6.0
1987-08-20,1,45916.07,19.1,22.2,16.2,0.0
1987-08-21,2,45008.91,18.9,23.4,13.8,0.0
1987-08-22,63,20912.44,19.3,21.8,16.1,11.0
1987-08-23,2,45399.15,15.3,17.7,13.2,0.0
1987-08-24,3,45016.59,13.6,16.7,10.3,0.0
1987-08-25,1,44568.66,15.2,19.2,12.0,0.0
1987-08-26,3,43028.54,13.7,17.6,9.7,0.0
1987-08-27,3,43375.73,14.8,19.4,10.0,0.0
1987-08-28,3,37152.23,16.6,20.6,12.3,0.0
1987-08-29,55,17649.38,15.5,18.5,14.0,12.0
1987-08-30,2,43470.29,17.8,23.6,12.3,0.0
1987-08-31,61,40818.00,19.6,25.2,15.9,5.0
1987-09-01,51,41254.02,15.3,17.5,13.2,1.0
1987-09-02,3,43202.32,13.7,16.1,11.2,0.0
1987-09-03,3,43302.71,12.3,16.1,8.8,0.0
1987-09-04,3,43255.21,13.4,18.8,7.6,0.0
1987-09-05,3,43084.50,17.5,24.4,11.0,0.0
1987-09-06,3,42933.66,19.5,25.1,14.0,0.0
1987-09-07,3,12014.62,19.4,23.8,16.3,0.0
1987-09-08,63,15710.95,20.4,24.7,16.9,6.0
1987-09-09,63,3753.52,19.3,21.7,17.9,11.0
1987-09-10,51,5318.41,18.3,19.9,16.8,8.0
1987-09-11,51,39266.31,17.7,21.0,14.1,3.0
1987-09-12,63,0.00,17.5,19.5,16.1,19.0
1987-09-13,63,0.00,15.7,16.3,14.8,24.0
1987-09-14,53,40111.35,17.4,20.4,14.7,5.0
1987-09-15,51,40855.96,15.8,19.6,12.2,1.0
1987-09-16,53,35609.46,16.7,21.0,13.0,4.0
1987-09-17,3,41438.80,13.3,16.7,9.1,0.0
1987-09-18,3,35712.62,13.9,18.0,10.2,0.0
1987-09-19,3,17116.72,14.4,16.3,12.8,0.0
1987-09-20,53,1646.22,13.8,16.2,12.6,9.0
1987-09-21,53,0.00,12.0,12.9,11.2,20.0
1987-09-22,3,9493.19,12.1,14.4,10.3,0.0
1987-09-23,53,21815.88,14.3,17.4,11.0,3.0
1987-09-24,53,35416.21,11.4,14.3,8.1,2.0
1987-09-25,51,39427.25,8.7,11.1,6.0,3.0
1987-09-26,51,38108.52,10.2,15.3,6.7,3.0
1987-09-27,2,39045.22,9.0,13.5,4.5,0.0
1987-09-28,3,36722.50,15.2,22.3,8.0,0.0
1987-09-29,3,38473.25,19.2,25.2,13.8,0.0
1987-09-30,55,18885.02,16.4,18.8,11.6,15.0
1987-10-01,51,27493.92,11.1,13.9,8.8,3.0
1987-10-02,53,23375.47,11.9,17.4,7.0,7.0
1987-10-03,53,12203.59,10.4,13.1,7.4,9.0
1987-10-04,51,5752.47,7.1,10.4,5.6,9.0
1987-10-05,1,37987.61,10.4,17.6,4.8,0.0
1987-10-06,3,32434.06,13.0,18.9,7.7,0.0
1987-10-07,55,22537.49,13.5,17.3,10.3,14.0
1987-10-08,3,6082.10,8.3,9.8,5.1,0.0
1987-10-09,3,30982.90,7.0,11.9,2.1,0.0
1987-10-10,51,19647.15,8.0,11.6,5.1,1.0
1987-10-11,3,14430.24,4.2,5.4,2.7,0.0
1987-10-12,3,36582.91,4.6,8.2,0.1,0.0
1987-10-13,3,35253.64,5.0,9.8,0.4,0.0
1987-10-14,1,35972.16,7.0,12.9,2.2,0.0
1987-10-15,0,35535.39,9.4,15.1,5.0,0.0
1987-10-16,3,31914.64,9.2,13.7,5.5,0.0
1987-10-17,3,35093.82,12.0,18.4,6.6,0.0
1987-10-18,55,11296.08,11.6,12.8,10.0,4.0
1987-10-19,3,31935.66,11.6,15.7,8.6,0.0
1987-10-20,61,10958.04,11.2,14.9,8.1,10.0
1987-10-21,55,1872.00,7.6,12.1,4.8,5.0
1987-10-22,51,33220.37,3.6,6.1,1.0,2.0
1987-10-23,73,89.18,3.4,6.1,1.3,13.0
1987-10-24,51,31657.89,6.9,11.1,3.2,4.0
1987-10-25,61,7854.19,5.7,10.1,2.5,13.0
1987-10-26,2,33646.53,3.0,7.0,-0.7,0.0
1987-10-27,55,32127.72,5.6,11.4,0.7,4.0
1987-10-28,63,0.00,6.7,7.4,4.4,19.0
1987-10-29,3,27806.88,4.5,7.3,2.4,0.0
1987-10-30,61,16762.69,4.7,8.0,1.3,7.0
1987-10-31,53,32232.40,5.2,7.5,2.0,3.0
1987-11-01,3,32345.50,4.1,8.4,1.1,0.0
1987-11-02,3,32237.37,1.7,4.7,-1.4,0.0
1987-11-03,53,0.00,8.2,12.1,1.1,8.0
1987-11-04,55,20561.84,13.3,17.4,10.4,16.0
1987-11-05,51,29521.42,9.0,12.6,3.3,14.0
1987-11-06,71,21359.98,-1.1,2.6,-2.7,6.0
1987-11-07,71,25017.14,-1.3,1.0,-3.7,1.0
1987-11-08,53,17069.07,3.3,7.1,-0.5,2.0
1987-11-09,73,5924.02,1.4,3.5,-0.8,10.0
1987-11-10,3,22721.80,-1.5,-0.0,-2.4,0.0
1987-11-11,3,31044.76,-2.4,0.7,-4.7,0.0
1987-11-12,3,30874.87,-1.4,3.4,-5.5,0.0
1987-11-13,3,12161.36,3.0,5.8,-0.2,0.0
1987-11-14,3,13796.46,4.6,6.8,1.3,0.0
1987-11-15,3,27224.83,0.2,2.8,-2.8,0.0
1987-11-16,3,29736.95,0.9,5.9,-1.9,0.0
1987-11-17,53,19704.45,6.7,11.8,0.5,3.0
1987-11-18,63,29476.61,9.9,12.6,4.0,10.0
1987-11-19,3,25067.23,3.8,7.2,0.9,0.0
1987-11-20,53,11354.46,1.7,4.7,-7.2,7.0
1987-11-21,71,28185.88,-9.8,-8.0,-12.4,0.0
1987-11-22,71,28597.72,-5.0,-2.0,-7.9,3.0
1987-11-23,3,26308.08,-0.5,3.9,-4.3,0.0
1987-11-24,53,6977.68,5.4,8.3,2.4,5.0
1987-11-25,75,0.00,-0.0,1.6,-1.2,10.0
1987-11-26,75,0.00,-1.7,0.1,-4.2,17.0
1987-11-27,3,28255.11,-7.0,-4.7,-9.3,0.0
1987-11-28,3,27640.60,-8.7,-6.3,-10.7,0.0
1987-11-29,63,13482.21,-1.5,2.6,-8.5,9.0
1987-11-30,63,1254.60,2.4,4.0,1.4,10.0
1987-12-01,3,20437.66,0.6,2.9,-1.3,0.0
1987-12-02,71,17638.76,-1.4,0.1,-3.2,1.0
1987-12-03,3,27160.38,-2.4,0.3,-4.3,0.0
1987-12-04,71,21690.66,-2.9,-0.7,-4.5,0.0
1987-12-05,71,24184.43,-4.5,-1.8,-8.1,0.0
1987-12-06,71,26818.11,-2.7,-1.5,-4.1,0.0
1987-12-07,2,27435.63,-4.5,-2.3,-6.1,0.0
1987-12-08,51,12186.06,-5.1,-1.8,-8.8,4.0
1987-12-09,61,8198.19,1.3,3.6,-1.6,7.0
1987-12-10,51,0.00,4.3,5.6,2.2,1.0
1987-12-11,3,25804.54,2.0,4.2,0.3,0.0
1987-12-12,71,1562.73,1.0,2.8,0.1,4.0
1987-12-13,71,3169.66,0.4,1.8,-0.6,2.0
1987-12-14,71,16464.47,1.0,3.2,-0.8,1.0
1987-12-15,75,5152.65,-0.5,1.0,-2.3,9.0
1987-12-16,75,0.00,-2.6,0.1,-4.1,22.0
1987-12-17,71,27111.32,-6.7,-3.9,-9.3,0.0
1987-12-18,3,26342.56,-9.2,-6.5,-11.9,0.0
1987-12-19,73,9315.20,-5.0,-1.4,-7.9,7.0
1987-12-20,75,0.00,-2.0,3.5,-6.6,16.0
1987-12-21,71,26550.74,1.2,3.7,-1.3,3.0
1987-12-22,3,23958.08,-0.8,2.2,-4.2,0.0
1987-12-23,73,166.66,-1.1,1.3,-3.8,9.0
1987-12-24,73,22010.49,-4.2,-1.3,-7.8,2.0
1987-12-25,73,0.00,0.9,4.0,-2.2,14.0
1987-12-26,3,27104.09,-5.5,-2.0,-9.4,0.0
1987-12-27,3,18615.28,-5.3,-0.6,-10.5,0.0
1987-12-28,3,26676.24,-11.9,-6.4,-15.0,0.0
1987-12-29,71,20808.32,-14.3,-12.7,-18.2,3.0
1987-12-30,1,27241.28,-19.0,-15.9,-21.8,0.0
1987-12-31,71,6526.28,-10.7,1.9,-19.5,0.0
1988-01-01,73,27341.74,-0.8,1.9,-5.3,10.0
1988-01-02,71,27400.30,-7.9,-6.0,-10.2,3.0
1988-01-03,3,27464.97,-7.0,-2.4,-10.9,0.0
1988-01-04,73,0.00,-4.5,-2.1,-6.6,13.0
1988-01-05,73,27611.68,-12.1,-5.3,-18.4,2.0
1988-01-06,3,27693.31,-20.7,-19.0,-22.3,0.0
1988-01-07,3,27780.19,-22.4,-19.1,-25.2,0.0
1988-01-08,73,6871.73,-17.5,-13.0,-22.7,7.0
1988-01-09,71,27968.82,-11.1,-6.5,-14.0,2.0
1988-01-10,2,28070.16,-13.4,-10.2,-17.3,0.0
1988-01-11,71,15911.87,-9.6,-5.2,-13.9,1.0
1988-01-12,3,10800.00,-3.1,1.0,-6.7,0.0
1988-01-13,71,28379.89,-4.8,3.1,-22.4,3.0
1988-01-14,2,28444.93,-25.6,-23.0,-29.2,0.0
1988-01-15,71,28453.37,-18.1,-10.4,-24.8,3.0
1988-01-16,71,28560.88,-3.9,0.5,-9.7,0.0
1988-01-17,51,7802.51,1.4,4.3,-1.9,3.0
1988-01-18,73,0.00,1.2,2.4,0.4,11.0
1988-01-19,3,27760.78,0.1,1.7,-4.5,0.0
1988-01-20,73,0.00,-1.3,1.9,-4.6,8.0
1988-01-21,71,27964.39,0.6,2.6,-6.1,7.0
1988-01-22,2,29426.81,-10.8,-7.2,-15.3,0.0
1988-01-23,3,28807.50,-8.8,-3.1,-12.9,0.0
1988-01-24,73,13367.62,-5.0,1.0,-10.3,9.0
1988-01-25,71,6020.48,-1.2,1.6,-4.2,2.0
1988-01-26,73,12679.52,-7.5,-4.1,-14.5,12.0
1988-01-27,3,30116.24,-17.4,-14.9,-20.4,0.0
1988-01-28,3,29122.90,-15.7,-11.4,-19.6,0.0
1988-01-29,71,29011.38,-13.0,-7.0,-19.6,1.0
1988-01-30,71,0.00,-0.2,4.0,-6.5,6.0
1988-01-31,51,3593.67,5.0,6.9,3.6,3.0
1988-02-01,51,1305.26,5.2,7.7,1.3,6.0
1988-02-02,73,18000.43,-4.3,1.0,-13.9,13.0
1988-02-03,3,31077.44,-16.7,-14.1,-20.6,0.0
